mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
15.359872388839722,0.1640197392055731,0.01247999668121338,0.0062399983428271365,0.01,50,"{'learning_rate': 0.01, 'n_estimators': 50}",0.6380281690140845,0.6643159379407616,0.6502115655853314,0.6412429378531074,0.6506364922206507,0.6529745042492918,0.6402266288951841,0.6420454545454546,0.6344238975817923,0.6804564907275321,0.649440747557695,0.013242009446619395,28,0.671808594364867,0.6781554926030847,0.6757947749449166,0.6772619984264359,0.6747954688483323,0.6753185464841907,0.6734308636149127,0.67557792105677,0.6775157232704403,0.6765168186104998,0.6756176202224451,0.0018342586804119584
30.582293605804445,0.25473460777246815,0.017160201072692872,0.004680069288157816,0.01,100,"{'learning_rate': 0.01, 'n_estimators': 100}",0.6647887323943662,0.6826516220028209,0.6572637517630465,0.655367231638418,0.6506364922206507,0.6713881019830028,0.6515580736543909,0.6548295454545454,0.65149359886202,0.6847360912981455,0.6624663740620134,0.012251086768544164,27,0.6954194868566032,0.6987724268177526,0.6968838526912181,0.7024390243902439,0.69745122718691,0.6971842063866603,0.6967122856693408,0.696493159301777,0.7004716981132075,0.6989940270355234,0.6980821394449237,0.002003291640209388
46.07780086994171,0.5252855889149868,0.024960088729858398,0.0076424108327166895,0.01,150,"{'learning_rate': 0.01, 'n_estimators': 150}",0.6830985915492958,0.685472496473907,0.6784203102961918,0.6666666666666666,0.6577086280056577,0.6784702549575071,0.6643059490084986,0.6619318181818182,0.6571834992887624,0.6875891583452212,0.672094011043466,0.011144655169799424,25,0.7190303793483394,0.7187598363235757,0.7176581680830972,0.7188040912667191,0.7131843926998112,0.7157464212678937,0.7138587383986157,0.7153640509514074,0.7171383647798742,0.7178560201194593,0.7167400463238793,0.00199142469787103
61.629468178749086,0.6616030997905481,0.031200075149536134,1.5814899398591043e-07,0.01,200,"{'learning_rate': 0.01, 'n_estimators': 200}",0.6971830985915493,0.692524682651622,0.692524682651622,0.6751412429378532,0.669024045261669,0.6940509915014165,0.6742209631728046,0.6761363636363636,0.662873399715505,0.6861626248216833,0.6820048138184908,0.01136245758593684,24,0.7325672910436014,0.7333962858042178,0.7324519987409506,0.7356412273800157,0.7297042164883575,0.7311624980336637,0.728645587541293,0.7329768831577292,0.7316037735849057,0.7337315309651053,0.732188129273984,0.0019160886360181056
91.57528085708618,1.017088284394283,0.0468001127243042,7.152557373046876e-08,0.01,300,"{'learning_rate': 0.01, 'n_estimators': 300}",0.7112676056338029,0.7038081805359662,0.6953455571227081,0.7005649717514124,0.6944837340876945,0.7096317280453258,0.6912181303116147,0.6960227272727273,0.6870554765291608,0.6990014265335235,0.6988531785360328,0.0073137513041626944,22,0.7635762631827483,0.7598363235757003,0.7647151400692477,0.7631785995279308,0.7606985525487728,0.7619946515652037,0.7586912065439673,0.7606541909105206,0.7619496855345912,0.7620245205910091,0.7617319134049692,0.0017223449894769225
152.20712389945984,2.2495419848389075,0.07820055484771729,0.0006012996205862028,0.01,500,"{'learning_rate': 0.01, 'n_estimators': 500}",0.7183098591549296,0.7136812411847673,0.6967559943582511,0.7189265536723164,0.7157001414427157,0.7294617563739377,0.7124645892351275,0.7130681818181818,0.705547652916074,0.7189728958630528,0.7142857142857143,0.008255372854790985,19,0.805131433968204,0.8029587661315707,0.8061063896757947,0.8105428796223446,0.8052234109502832,0.8050967437470505,0.804624823029731,0.8032709545526026,0.8064465408805032,0.8019490726186733,0.8051351015176758,0.0022480939736569654
294.7444385528564,1.6771984006375802,0.1419602394104004,0.004680045447919365,0.01,1000,"{'learning_rate': 0.01, 'n_estimators': 1000}",0.7366197183098592,0.7263751763046544,0.7080394922425952,0.7146892655367232,0.7284299858557284,0.7294617563739377,0.7393767705382436,0.7102272727272727,0.7240398293029872,0.7332382310984308,0.7250460144414554,0.01028108232991908,12,0.871871556744845,0.8712621970412339,0.8687440982058546,0.8719118804091267,0.8679987413467589,0.8680195060563158,0.870064495831367,0.8708916496304451,0.8710691823899371,0.8693806978937441,0.8701214005549627,0.0014294872648472482
15.342626976966859,0.028975753596709772,0.012480068206787109,0.006240034104304501,0.03,50,"{'learning_rate': 0.03, 'n_estimators': 50}",0.6816901408450704,0.68688293370945,0.6798307475317349,0.6680790960451978,0.6577086280056577,0.6798866855524079,0.660056657223796,0.6661931818181818,0.6557610241820768,0.6847360912981455,0.672094011043466,0.01122448527813423,25,0.7190303793483394,0.720491029272899,0.7184450739691532,0.7213217938630999,0.7153870358716173,0.7168475696083058,0.7129148969639767,0.7158358232426482,0.7172955974842767,0.7208425023577492,0.7178411701982066,0.0025597003440522037
30.593213772773744,0.11683376268938599,0.01715993881225586,0.004679997765013302,0.03,100,"{'learning_rate': 0.03, 'n_estimators': 100}",0.7084507042253522,0.7023977433004231,0.6953455571227081,0.6991525423728814,0.7001414427157001,0.7096317280453258,0.6883852691218131,0.6931818181818182,0.6827880512091038,0.6961483594864479,0.6975789324649583,0.007905270957568992,23,0.7627892334330237,0.7621970412338684,0.7632987094743469,0.7644374508261211,0.7608558842039018,0.7629384929998427,0.760264275601699,0.761597735493002,0.7636792452830189,0.7628104369695065,0.7624868505518332,0.0012149194079497108
45.653480124473575,0.1789929414348611,0.023400068283081055,0.0077999591843425425,0.03,150,"{'learning_rate': 0.03, 'n_estimators': 150}",0.719718309859155,0.7080394922425952,0.6967559943582511,0.7076271186440678,0.7128712871287128,0.7209631728045326,0.7082152974504249,0.7130681818181818,0.7041251778093883,0.7146932952924394,0.7106045589692765,0.006885023421993053,20,0.7986777900204628,0.7938306578533207,0.7980799496380233,0.7988985051140834,0.7968848332284456,0.7953437155891143,0.7961302501179802,0.7954080830319232,0.7965408805031446,0.7959761081420936,0.7965770773238592,0.00152144790114633
