mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
26.6370468378067,0.9432858439398266,1.2292821168899537,0.30703137184676577,25,1200,"{'max_features': 25, 'n_estimators': 1200}",0.7212885154061625,0.7068723702664796,0.7088607594936709,0.7038081805359662,0.7259887005649718,0.723404255319149,0.7041251778093883,0.7157142857142857,0.6957142857142857,0.7171428571428572,0.7123035537307093,0.00938381935368768,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4.79076840877533,0.6882229086638605,0.12480015754699707,0.04127375678666548,30,200,"{'max_features': 30, 'n_estimators': 200}",0.7240896358543417,0.7068723702664796,0.7144866385372715,0.7150916784203103,0.7358757062146892,0.7120567375886525,0.701280227596017,0.7085714285714285,0.71,0.7142857142857143,0.7142857142857143,0.00918946699027316,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8.171294403076171,0.473676019256935,0.20904035568237306,0.06662512139940685,30,300,"{'max_features': 30, 'n_estimators': 300}",0.7226890756302521,0.7026647966339411,0.710267229254571,0.7108603667136812,0.7274011299435028,0.7163120567375887,0.716927453769559,0.7171428571428572,0.7057142857142857,0.7142857142857143,0.7144272971825003,0.0070705271527890775,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13.30682339668274,0.5244022062825237,0.4836008310317993,0.09307875248708841,30,500,"{'max_features': 30, 'n_estimators': 500}",0.7254901960784313,0.7040673211781207,0.7130801687763713,0.7150916784203103,0.731638418079096,0.7177304964539007,0.7098150782361309,0.71,0.7071428571428572,0.7171428571428572,0.7151352116664307,0.007985311302083449,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20.52339608669281,0.7084610878003974,0.6193210124969483,0.15909735544562284,30,750,"{'max_features': 30, 'n_estimators': 750}",0.7254901960784313,0.7026647966339411,0.7088607594936709,0.7179125528913963,0.731638418079096,0.7219858156028369,0.7155049786628734,0.7071428571428572,0.7071428571428572,0.7271428571428571,0.7165510406342914,0.00939262719163802,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26.88664722442627,0.9153707352749281,0.8892015218734741,0.12223896240838072,30,1000,"{'max_features': 30, 'n_estimators': 1000}",0.7226890756302521,0.7082748948106592,0.7130801687763713,0.7179125528913963,0.7330508474576272,0.723404255319149,0.7140825035561877,0.7128571428571429,0.7057142857142857,0.7285714285714285,0.7179668696021521,0.008367369961065919,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31.650895595550537,1.0965265913552769,1.1856020927429198,0.21275604028618134,30,1200,"{'max_features': 30, 'n_estimators': 1200}",0.7226890756302521,0.7068723702664796,0.7060478199718706,0.7122708039492243,0.7330508474576272,0.724822695035461,0.7183499288762447,0.7128571428571429,0.7042857142857143,0.7257142857142858,0.7166926235310774,0.009231159129899849,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6.030970525741577,1.2886075541773565,0.10764026641845703,0.025585978968659197,35,200,"{'max_features': 35, 'n_estimators': 200}",0.7254901960784313,0.7068723702664796,0.7088607594936709,0.7136812411847673,0.7203389830508474,0.7219858156028369,0.7098150782361309,0.7142857142857143,0.7028571428571428,0.7228571428571429,0.7147104629760724,0.007270789892402973,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9.39745647907257,0.5317389098987595,0.24336037635803223,0.0580354091637534,35,300,"{'max_features': 35, 'n_estimators': 300}",0.7226890756302521,0.7124824684431977,0.710267229254571,0.7179125528913963,0.7288135593220338,0.723404255319149,0.7183499288762447,0.7157142857142857,0.7042857142857143,0.7228571428571429,0.7176837038085799,0.006881946423745188,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15.610947513580323,0.7775029365123493,0.38064064979553225,0.0829006401932537,35,500,"{'max_features': 35, 'n_estimators': 500}",0.7184873949579832,0.7124824684431977,0.7116736990154712,0.7122708039492243,0.7330508474576272,0.7290780141843972,0.716927453769559,0.7142857142857143,0.7028571428571428,0.7257142857142858,0.7176837038085799,0.008682378645659057,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23.336081004142763,0.5462438142374968,0.6676811456680298,0.07572042402584193,35,750,"{'max_features': 35, 'n_estimators': 750}",0.7254901960784313,0.7110799438990182,0.710267229254571,0.7193229901269393,0.7274011299435028,0.723404255319149,0.7155049786628734,0.7042857142857143,0.6985714285714286,0.7285714285714285,0.7164094577375053,0.009679439411736018,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31.076814556121825,0.8942353978220003,0.9562817096710206,0.10987782061635308,35,1000,"{'max_features': 35, 'n_estimators': 1000}",0.7282913165266106,0.7166900420757363,0.7088607594936709,0.7207334273624824,0.7274011299435028,0.7276595744680852,0.7112375533428165,0.71,0.7028571428571428,0.7271428571428571,0.7181084524989382,0.008950111488573102,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36.76770458221436,0.81355141094604,1.0857619285583495,0.23865492412553324,35,1200,"{'max_features': 35, 'n_estimators': 1200}",0.7324929971988795,0.7138849929873773,0.7074542897327707,0.7193229901269393,0.7259887005649718,0.7276595744680852,0.7126600284495022,0.7128571428571429,0.7042857142857143,0.7285714285714285,0.7185332011892963,0.00921500290987464,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6.116770768165589,0.8448952663294712,0.10608017444610596,0.04721435135547691,40,200,"{'max_features': 40, 'n_estimators': 200}",0.7212885154061625,0.7223001402524544,0.7116736990154712,0.7122708039492243,0.7274011299435028,0.7276595744680852,0.7240398293029872,0.7114285714285714,0.7042857142857143,0.7242857142857143,0.7186747840860824,0.007646450510570018,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
